SigmoidOfAreas,Steel_Plate_Thickness,Length_of_Conveyer,Edges_Index,Edges_Y_Index,Minimum_of_Luminosity,labels
0.9474,40,1358,0.3785,0.9583,97,5
0.9775434409326061,90,1697,0.11885803279541296,0.9908311878965737,67,0
0.32723959121599855,40,1355,0.03517251685458981,1.0,111,4
0.9965782484583346,100,1364,0.9117204188809606,0.9929190862202558,98,4
0.9955,40,1362,0.1747,0.3559,119,1
0.9969986613199121,100,1364,0.9086198125572139,0.9948748327224344,97,4
0.1307,50,1358,0.5921,1.0,111,3
1.0,40,1362,0.0896,0.5053,73,2
0.9380911157164905,40,1359,0.26249843058800415,1.0,71,0
0.18808212039254374,50,1357,0.4502798282721498,0.740683321572252,118,3
0.9979,40,1670,0.7689,0.2308,106,6
0.9966189177052828,100,1364,0.9156735152126041,1.0,96,4
0.5951,70,1692,0.065,1.0,53,5
0.1892,40,1352,0.1391,1.0,114,6
0.6481586907739291,90,1696,0.18554670600688883,1.0,90,0
1.0,40,1400,0.0557,0.5489,43,2
0.2557882088325938,107,1359,0.750144457517091,1.0,81,5
1.0,40,1358,0.05865836796296827,0.5381275065988517,40,2
1.0,40,1670,0.2695,0.5506,38,2
0.9999,300,1692,0.2801,0.8846,80,6
0.2061,80,1364,0.3431,0.5,92,6
0.14554113280917794,50,1358,0.1612738945114669,0.8645063121381744,120,3
1.0,40,1400,0.0586,0.4516542030179349,21,2
0.21014761741023874,69,1651,0.2571033454847066,0.6623035287765535,115,4
1.0,40,1398,0.0558,0.4444,32,2
0.7264237680913768,100,1364,0.9129075624744653,1.0,98,4
0.9995,40,1402,0.0556,0.5824,119,2
0.6574,40,1374,0.1456,0.8929,102,6
0.2952006308975656,70,1356,0.2131598096737214,1.0,90,1
0.9888,150,1687,0.5347,0.9559,36,0
0.3763571619730034,150,1687,0.09825100150107446,0.9956300463902693,90,0
0.2288,60,1690,0.5065,1.0,103,5
1.0,40,1356,0.1209,0.3554,96,6
0.27329183772056337,100,1364,0.9046797728731895,1.0,106,4
0.1852,40,1387,0.7527,1.0,178,2
0.9901737183000195,100,1364,0.91095197303957,0.9887279978007854,99,4
1.0,40,1358,0.0574,0.47479682697944786,38,2
0.16393541300848694,50,1357,0.4680633693228535,0.8914168089234038,119,3
0.6759654795867562,70,1355,0.1665313235841052,0.9428842207729032,102,1
0.2614233964378474,70,1356,0.4884010937738795,0.856379711360514,95,1
0.23791010365440768,80,1646,0.4506596274552884,1.0,98,5
1.0,40,1358,0.0604,0.4676519376950964,40,2
0.2664150273200465,70,1624,0.1265896558088874,1.0,76,5
1.0,40,1400,0.0557,0.4157,37,2
0.3725,100,1364,0.9003,1.0,108,4
0.4335038951412186,70,1357,0.3307130152472108,0.9051626186175298,93,1
0.9399968824763272,100,1364,0.9158744241081196,1.0,98,4
0.6478341035481923,90,1699,0.1786836649171637,0.9821023315885941,83,0
0.3745160760645109,40,1354,0.03144169863931288,1.0,110,4
1.0,40,1402,0.0585,0.3642,41,2
0.5473318515848398,66,1655,0.3275899895424291,0.6684257183997077,110,4
0.215,80,1652,0.8136,1.0,89,6
0.14714773446700988,50,1358,0.21705464215521128,0.9768575103193433,127,3
0.2583,80,1687,0.2537,1.0,86,6
1.0,40,1362,0.0603140669810277,0.5099576198283292,47,2
0.6559,200,1362,0.0602,0.913,27,5
1.0,40,1400,0.0557,0.3678,25,2
0.20932352893717798,70,1356,0.3852585757728376,0.7793370271332389,111,1
0.9925502493441161,100,1364,0.9092598973797007,1.0,96,4
0.13396082313854024,50,1358,0.8230852103586301,1.0,112,3
0.9952842597531878,100,1364,0.9084574190342048,0.9970441275573423,94,4
0.7079,50,1364,0.6906,0.4839,118,6
0.257,70,1690,0.671,1.0,75,5
0.1297185009249858,50,1358,0.7866985499394831,1.0,110,3
0.24481474856373897,40,1352,0.04488343140334391,1.0,115,4
0.3329,70,1358,0.0221,1.0,103,0
0.2126127376571735,70,1356,0.3345394590687202,0.961579816862078,112,1
0.33,60,1692,0.5627,0.9333,109,6
0.21319066281148838,50,1358,0.9073949496699695,0.9971541128903786,89,3
1.0,40,1358,0.0604,0.5664,41,2
0.1773,80,1352,0.7944,1.0,83,5
1.0,40,1358,0.0583578836453357,0.45760460650896817,39,2
0.21563028996826583,70,1356,0.22932087274587776,0.9863138521989003,112,1
0.9263592096605969,120,1353,0.04528586620901007,0.9370440855087587,93,4
0.7044198756304499,90,1698,0.08649798880837127,1.0,79,0
0.8153,40,1360,0.1853,0.6,119,1
0.20790119388977307,60,1690,0.653210600152891,1.0,99,0
0.324915799917118,69,1650,0.33337606716867174,0.6845088517284804,113,5
0.3900802632030752,40,1362,0.3072147806236442,1.0,104,5
0.9796850182658123,100,1364,0.9163620656104952,1.0,95,4
1.0,40,1402,0.02563079850958925,0.3365977037418948,25,2
1.0,40,1402,0.05799275088174377,0.43526307959707433,33,2
0.1332736725825345,50,1360,0.814098001658594,1.0,110,3
1.0,80,1687,0.0,0.963,57,6
0.1313088039269718,50,1357,0.8804258062326498,1.0,113,3
0.6570372343812549,40,1358,0.26360354704671557,1.0,71,0
0.1417,50,1358,0.1959,1.0,112,3
1.0,40,1402,0.0585,0.5889,123,2
0.14725070258008624,50,1358,0.2168710363632197,0.9789255566385997,127,3
0.2901,40,1387,0.2322,1.0,80,0
0.14350369045499414,50,1358,0.20847323658939879,0.8365196074451298,120,3
0.1417,50,1362,0.8532,0.8,110,3
0.8920124623105004,52,1682,0.898633579320596,0.9838912665658194,89,4
0.6673206792049315,90,1698,0.047695969973555206,1.0,78,0
0.9999,40,1666,0.3613,0.7188,55,6
0.4025,220,1394,0.7446,0.931,70,6
0.1449,50,1358,0.7894,1.0,127,3
1.0,40,1358,0.0604,0.5115272665236372,41,2
0.7933,70,1356,0.0206,0.7778,52,1
0.2739,100,1364,0.9047,1.0,106,4
0.44431428745045987,53,1354,0.09254170098823633,1.0,85,0
1.0,40,1400,0.0557,0.3401,21,2
0.3663,70,1356,0.0148,0.8696,46,1
1.0,40,1362,0.0734,0.5619,29,2
0.4244336660670651,100,1652,0.25623313066232256,1.0,79,0
0.14056430879413837,50,1356,0.44614347154742806,1.0,118,3
0.8399191639258536,40,1360,0.18385181388671448,0.5666507329950008,119,1
0.1965,40,1354,0.966,1.0,107,6
0.9999,300,1692,0.3026,0.875,85,6
1.0,40,1402,0.05809517339310386,0.4616270225755183,37,2
0.9999,220,1394,0.2984,0.9667,77,6
0.9999205096854602,72,1688,0.14789060153965997,0.9979611824620592,33,0
0.7512,40,1372,0.5088,0.9474,96,6
0.9905234577083585,40,1361,0.17499273778186125,0.3626412540143713,119,1
0.6629585624117824,40,1358,0.28743463629501664,1.0,70,0
1.0,40,1356,0.0575,0.5285,55,2
1.0,40,1357,0.05850020609043443,0.4906253093340876,43,2
0.2626626411910006,40,1356,0.03457787208427417,1.0,108,4
0.8153,300,1692,0.2801,1.0,89,6
0.5329,80,1694,0.0354,0.7778,87,5
0.6268,70,1684,0.7482,1.0,89,5
0.13160518582651812,50,1359,0.7166535697288898,1.0,111,3
0.6078345869339409,50,1355,0.49207798784571966,0.9824607476915307,105,5
0.6323859723346535,200,1687,0.26281283420953094,1.0,94,0
0.25019564114904846,64,1686,0.5324195007219334,1.0,84,0
0.3241,40,1373,0.3685,1.0,85,6
0.21549112704137036,70,1356,0.026346015692890096,0.9992311826379376,41,1
0.2288,70,1354,0.0251,1.0,43,1
0.2739,70,1624,0.1182,1.0,75,5
0.3862696285025652,70,1354,0.06558733898971089,0.8250699337224148,88,1
0.13420875606646718,50,1360,0.8252064042483773,0.9577103986006911,110,3
0.910817647955657,40,1307,0.10308577658042435,1.0,94,5
0.8006734605507005,90,1697,0.14262192036761726,1.0,82,0
1.0,40,1358,0.0574,0.4,44,2
0.27302226195684387,40,1355,0.033987652113508675,1.0,111,4
0.8325706426129099,100,1364,0.9123707981230808,0.9963008904031956,100,4
0.2083,70,1348,0.0,0.9444,92,1
0.1954,70,1692,0.3794,1.0,102,6
0.215,60,1690,0.8793,1.0,84,5
0.3165786746678771,40,1354,0.0325,1.0,111,4
0.3663,50,1362,0.0852,1.0,83,5
0.3463549268928964,70,1357,0.024846369297447282,1.0,99,0
0.9819963266647626,100,1364,0.9147926626257664,1.0,95,4
0.9954353210053959,100,1364,0.9164,1.0,97,4
0.1852,100,1366,0.1127,1.0,89,6
0.9886,80,1687,0.0,1.0,81,6
0.21070050835756282,40,1358,0.036925702842135075,1.0,110,4
0.6401766001431662,263,1353,0.5648959590343042,0.9971423748921336,83,0
0.1852,150,1686,0.0047,1.0,51,6
0.4135377592086795,145,1690,0.3783871779526433,1.0,78,0
0.98987342262167,150,1687,0.5011747113339131,0.955363288689165,33,0
0.5296,80,1694,0.4569,1.0,65,5
0.9616999997151428,102,1362,0.7923906912627346,0.9939963177700836,90,4
0.1322,50,1360,0.7985,1.0,111,3
0.2051,40,1350,0.76,1.0,112,5
0.3914572046321725,40,1354,0.03120173931115903,1.0,110,4
0.4819079162287179,69,1648,0.7337574604402116,1.0,89,0
0.9434200246614012,60,1688,0.5495353892136653,0.8103061289064197,70,5
0.5499119257884133,200,1687,0.03138293472907796,1.0,92,0
0.3068,70,1686,0.7094,1.0,61,5
0.46935655552060634,40,1367,0.04268447733457204,1.0,76,0
0.9984307064674895,40,1361,0.34171642915228595,1.0,40,0
0.9457,300,1692,0.2884,0.9773,86,6
0.2621,143,1692,0.7612,0.7,109,6
0.2359,70,1354,0.0443,0.9333,97,1
0.18256766223379498,50,1358,0.4583793279457483,0.7678062804018317,118,3
0.2432,70,1692,0.8357,1.0,66,6
0.9994,300,1692,0.292,0.8769,77,6
0.4363574783284179,40,1354,0.0325,0.9986990394550914,110,4
1.0,70,1358,0.2032,0.813,78,1
0.3532545326035001,50,1359,0.9360186138717984,0.9361253675411236,91,3
0.12713134842824525,50,1358,0.38974864265120884,1.0,106,3
1.0,40,1358,0.0604,0.4963,40,2
0.25439111405358844,100,1630,0.8364273569053091,1.0,89,0
0.24419256099875133,100,1657,0.03705035841607207,1.0,80,0
0.13831031938869998,50,1358,0.4829813831517219,0.9429749724890583,116,3
0.7933,175,1360,0.9632,0.9767,100,5
0.32925638642237476,70,1356,0.4095429512950462,0.719495261482964,95,1
0.3601,50,1353,0.8588,0.6,91,6
1.0,70,1353,0.0547,0.9825,44,6
0.286,100,1654,0.0931,1.0,63,6
1.0,70,1355,0.6417207684858985,0.5644697430274869,95,1
0.13235387870254847,50,1358,0.5325302961863904,1.0,111,3
1.0,40,1358,0.0574,0.5849,41,2
0.457991030800654,69,1650,0.22573399829084645,0.6154,114,4
0.3172586620840828,100,1365,0.9000467467513296,1.0,106,4
0.6781,70,1688,0.0699,1.0,59,5
0.6574,80,1366,0.1215,1.0,61,5
0.2657798828069263,70,1352,0.023150856384126686,0.6424336041227453,105,1
0.2708041195306504,100,1365,0.9042366316397719,0.959811692387828,106,4
0.9397306035123502,90,1698,0.06422999129574897,1.0,62,0
0.9915,50,1687,0.9816,1.0,86,4
0.19918568489609692,70,1356,0.29170987869530834,0.9676975531297078,101,1
0.9917,70,1352,0.2574,0.9107,96,1
0.2051,70,1356,0.1165,1.0,75,1
0.3663,100,1362,0.4537,1.0,74,5
0.7376530599709709,49,1352,0.12837872102936984,1.0,68,0
0.7821772347158151,72,1693,0.09483947132542223,0.9922372464873118,76,5
0.3241,69,1650,0.4327,1.0,100,5
0.417591293135668,40,1360,0.8367271247766626,1.0,99,5
0.3329,200,1353,0.1863,0.9474,179,6
0.1954,40,1387,0.4585,1.0,195,2
0.6775509347351858,40,1362,0.8460307116538791,0.9615205108954219,79,5
0.5776965624600829,70,1354,0.032057169494575335,0.9735084512795285,79,1
0.13798847605362102,50,1357,0.8642332075352844,1.0,106,3
0.9976699767103702,100,1365,0.906735337699633,1.0,95,4
0.13223661043697943,50,1358,0.7994348427519858,1.0,94,3
0.1414646242524199,50,1361,0.851511914560324,0.8073554921118777,110,3
0.38698259541071683,69,1650,0.26292849706717175,0.7056912703714093,114,4
0.7987375462394483,60,1690,0.7632797263363296,0.9582737186576322,57,5
0.9979410242733194,100,1365,0.906750610597945,1.0,94,4
0.4277884148827379,70,1690,0.8368160092490228,1.0,100,0
0.4025,60,1688,0.013,1.0,72,0
0.277562860233623,100,1365,0.9017673031620761,1.0,107,4
0.4796,70,1353,0.0,1.0,61,6
0.29381241377613604,70,1686,0.7549382347157495,1.0,60,5
0.48341821488379816,92,1358,0.055928508653046785,1.0,65,0
1.0,40,1358,0.05993487514981677,0.5268284376081052,51,2
0.9965620058036441,100,1364,0.9157531918748982,1.0,96,4
0.1773,80,1646,0.48,1.0,101,5
0.997,40,1362,0.3348,0.94,61,5
0.1923,70,1690,0.0746,0.3,100,6
0.13616656603611965,50,1358,0.16787966476334093,1.0,114,3
0.13700119170669348,50,1357,0.5825041532007602,1.0,121,3
0.9973251262422779,40,1362,0.7365135840911627,0.9447811830704893,76,5
0.3834,40,1373,0.7808,1.0,99,0
0.27995294955506045,69,1652,0.2492716268003186,0.6407479107732268,116,4
0.13536425451270434,50,1358,0.5591687788553125,1.0,116,3
0.27368627308306687,100,1364,0.9047079158117383,0.9965566218938557,106,4
0.9999,40,1398,0.0558,0.5204,119,2
0.2061,60,1692,0.6631,1.0,93,5
0.9972474332256579,100,1364,0.9106,0.9971969274132847,93,4
0.23153379363498636,100,1364,0.9012733215440062,1.0,108,4
0.13624576243208736,50,1358,0.6161972920206192,1.0,121,3
0.2133717268003042,50,1678,0.9452508179838526,1.0,95,0
0.9998,300,1692,0.1549,0.9701,82,6
0.33,60,1694,0.1429,1.0,71,5
0.9435564455741977,70,1356,0.03805113902251115,0.8196142999197349,88,1
0.7359,40,1364,0.4032,0.5938,116,6
0.5454260798657946,70,1352,0.07954571434690352,0.978891156681154,88,1
1.0,70,1356,0.1976,0.9255,94,1
0.9997,70,1694,0.8855,0.5,123,6
0.1501958959467337,50,1356,0.454192999717655,0.9537462371178336,119,3
0.8894,70,1352,0.0399,0.9535,81,1
0.1499,60,1698,0.9411,1.0,105,6
0.2696628230769617,69,1649,0.23381923175689975,0.757080567119512,116,4
0.9755,70,1353,0.405,0.95,97,6
0.16819063694355862,50,1358,0.5765346656018245,0.8148746125226443,118,3
0.22533822118176056,100,1366,0.9014142310939555,0.9899729425938493,106,4
0.4783892797014432,100,1364,0.9150150925545438,1.0,98,4
0.2739,80,1696,0.3962,0.9286,73,5
0.5345,40,1387,0.0216,0.95,105,6
0.2901,60,1690,0.5325,1.0,96,0
0.2546551490601858,70,1356,0.013393512043766861,0.9957607873492356,35,1
0.1622,200,1353,0.1478,1.0,172,6
0.1339169482816441,50,1358,0.5707535900413584,1.0,118,3
1.0,40,1400,0.0586,0.3803,23,2
0.14269343917075344,50,1358,0.8680787078995343,0.7963563199421545,123,3
0.1322,50,1360,0.8809,1.0,109,3
0.3601,40,1362,0.1792,0.4091,124,6
0.9454718448455566,40,1385,0.12364000172158529,1.0,47,0
0.7540117582104048,70,1352,0.2565491078170356,0.8212481519126197,105,1
0.20300774261144397,53,1682,0.937886108007223,1.0,95,0
0.5903,70,1356,0.2493,0.9546,103,1
0.5892753174161416,75,1364,0.4140080488490201,0.8322409217643839,100,5
0.4106,200,1687,0.4967,1.0,97,6
1.0,80,1692,0.1076,0.6667,75,5
1.0,40,1401,0.055619308702294916,0.40763337282363277,35,2
1.0,40,1356,0.0605,0.4615,43,2
0.9804762876709372,70,1356,0.28618622664853915,0.8121649453945657,96,1
0.1852,150,1690,0.6166,1.0,87,6
0.2408,40,1352,0.0355,1.0,108,6
0.45076958779368803,69,1650,0.22681234478995987,0.6154,114,4
0.1753,130,1358,0.5243,1.0,93,6
0.215,70,1650,0.0521,0.9,101,6
0.5517845831817716,80,1687,0.1264172709068059,0.9964311720223854,76,0
0.2173,100,1687,0.7445,1.0,82,6
0.36266420458262644,69,1651,0.2429742729153774,0.6116101767657285,116,4
0.2661557132482595,100,1364,0.8975438869256068,1.0,106,4
0.6268,70,1356,0.1534,0.8261,117,1
0.14056467250896612,50,1358,0.23679243199523808,1.0,111,3
0.8749,70,1690,0.0947,1.0,57,5
0.1832,69,1650,0.4036,0.8571,120,0
1.0,40,1358,0.0604,0.5114,48,2
0.257,70,1364,0.783,1.0,129,6
0.4779,69,1650,0.7939,1.0,48,6
0.23471980942893367,70,1357,0.020828720712810236,0.9957900773976887,78,1
0.15577860920341358,50,1359,0.45530285073373916,0.6998183274186331,117,3
1.0,200,1362,0.1057,0.7109,69,6
0.28157277918792795,60,1693,0.25679270100224993,0.9200927092331702,100,5
1.0,40,1358,0.0604,0.4301,43,2
0.5503359720612891,90,1696,0.20077479800002115,1.0,90,0
0.5055745797005239,83,1695,0.6898160872173305,0.7204191336970629,106,5
0.22204641620522445,100,1364,0.9001411912474161,1.0,108,4
0.6946731295735215,40,1362,0.9368464513522273,0.9097277187401389,78,5
0.4089,70,1356,0.2625,0.52,115,1
1.0,220,1392,0.7471,0.8438,104,6
0.19310794961731334,70,1354,0.2683493201802609,0.9330830544980595,101,1
0.13478447861528706,50,1359,0.814246861938263,1.0,110,3
0.13577636151739664,50,1360,0.8107164052575789,0.9851137025813552,110,3
0.8464429140616421,100,1364,0.9148260991142919,1.0,99,4
0.12762506045847533,50,1358,0.31907271215858435,1.0,107,3
1.0,40,1666,0.2893,0.4744,43,2
0.3097,150,1690,0.7621,0.7647,118,6
0.9982798226816256,100,1366,0.9086192907265025,1.0,94,4
1.0,40,1669,0.2702479094438329,0.5459198999954094,37,2
0.40937630746692316,70,1356,0.02658605807807004,0.87414348385165,84,1
0.2904152817912544,69,1648,0.22951707378580463,0.7655889277001339,115,4
0.1862,80,1356,0.6696,1.0,92,5
0.9991395319766875,100,1366,0.91205812790675,1.0,94,4
0.1615773271526976,50,1354,0.7063229708663703,0.8167807734073609,121,3
0.3776288766963906,40,1372,0.7613592958075754,1.0,99,0
0.2746220740554903,70,1355,0.31894676617881473,0.7861275858525036,99,1
0.9994463806828433,90,1696,0.14329447302906773,1.0,62,0
0.13732375269997757,50,1358,0.698510157011328,1.0,109,3
1.0,40,1358,0.0604,0.5250500535860059,40,2
1.0,40,1402,0.0585,0.39,42,2
0.21824634639281035,69,1652,0.3349674007417726,0.8673867041872418,116,4
1.0,40,1398,0.0558,0.36678051980735166,29,2
0.8185017091352987,150,1687,0.212693717443696,0.9894131364546508,53,0
0.46532545357240607,90,1697,0.020534265841617994,1.0,73,0
0.8019,100,1623,0.5373,0.4706,104,6
0.13004153982896519,50,1359,0.8095371095351656,1.0,112,3
0.3746916067165233,80,1693,0.21654577127149421,0.9772251399970254,70,5
0.8155851017850351,100,1364,0.9135,0.990283912658897,101,4
0.3956060169290143,70,1356,0.04393180125050553,0.821787899148493,40,1
0.4399,80,1654,0.0629,1.0,64,5
0.23436294058972632,61,1695,0.6799825466979587,1.0,108,0
0.29647184010365407,50,1361,0.46841131776672534,1.0,87,5
0.8031810005996499,40,1362,0.3220817654384863,1.0,67,0
1.0,120,1364,0.8226,0.9973,42,6
0.2521317109555398,80,1654,0.2812185848672105,1.0,95,5
1.0,40,1358,0.0633,0.4497,36,2
0.16182164703615837,50,1358,0.44624626445787346,0.7553707895188035,119,3
0.57840588152064,200,1687,0.09148260258911396,1.0,94,0
0.5708,80,1656,0.2101,1.0,56,5
0.421102730303619,70,1353,0.03280032786402387,1.0,78,1
0.13088241273927165,50,1358,0.6342997378554415,1.0,106,3
0.3678,80,1364,0.4091,0.8667,90,5
0.4574477021414718,69,1650,0.23142774063146043,0.634457852508076,114,4
0.5346571914320768,64,1661,0.4331672196335641,0.716152271122418,108,4
0.13438763593195507,50,1358,0.5417867608253641,1.0,114,3
0.2384,70,1356,0.1165,0.7273,103,1
0.266,70,1684,0.5534,0.9091,71,5
0.6648,70,1354,0.3264,0.8182,100,1
0.27566117629475484,66,1692,0.7418293650662756,1.0,98,0
0.4366,100,1360,0.2309,0.9231,118,5
0.1892,100,1632,0.1495,1.0,87,0
0.2469,40,1362,0.721,0.5625,125,6
1.0,40,1356,0.0605,0.4260625423181252,43,2
0.13603637807420385,50,1358,0.4965307850981169,1.0,116,3
0.9869099607790865,70,1357,0.06979341978739978,0.9780351410679031,72,1
0.4414017741344248,70,1358,0.28636478055742043,0.9386311683672467,103,1
1.0,40,1356,0.0605,0.5113968153764381,36,2
0.27842302256630674,40,1354,0.0325,1.0,110,4
0.29944361526385804,40,1353,0.040798673141590844,1.0,112,4
0.38206477082809265,175,1360,0.3241492976567356,0.9588425540251271,108,1
0.7397690173413638,70,1358,0.009373594812146321,0.9736242292230246,44,1
0.6236,100,1356,0.972,0.5185,107,5
0.998,175,1362,0.5433,1.0,66,0
0.8562348716989573,90,1696,0.1262527166603882,1.0,86,0
0.22858475009370902,40,1357,0.03557920096540641,0.9991795547050069,109,4
1.0,40,1404,0.0556,0.4671,42,2
0.20655037070985227,70,1356,0.35681690739957594,1.0,90,1
1.0,80,1694,0.24796288743449862,0.36130248528467146,115,5
1.0,100,1360,0.6544,0.1463,64,6
0.266,100,1364,0.8974,1.0,106,4
0.17642506942016317,100,1700,0.5080589959435664,1.0,102,5
0.257,60,1690,0.8331,1.0,75,5
0.8958,40,1358,0.2047,0.6579,114,6
0.7492642782360741,100,1364,0.9064853236624666,0.9914726605818421,108,4
0.2173,69,1650,0.3091,0.5556,115,4
0.2914,40,1387,0.4182,0.7647,195,2
0.9535914619690954,108,1359,0.5507741742204547,0.9959042120704771,91,4
0.2051,70,1356,0.1195,1.0,91,1
0.1773,100,1710,0.6316,0.8889,90,5
0.32217799779163736,70,1357,0.029859962055202638,1.0,99,0
0.5378,60,1690,0.7811,0.7647,95,5
0.5820246036048053,200,1687,0.039433489939284694,0.9840140862367809,97,0
0.1284,50,1358,0.4683,0.75,107,3
0.2061,70,1688,0.5035,1.0,79,6
0.6079,40,1600,0.4275,0.6956,121,6
0.6268,40,1387,0.013,0.7037,86,6
0.3068,40,1387,0.0115,1.0,94,6
0.1773,40,1360,0.7265,0.9231,115,6
0.7855315735404604,80,1694,0.25378949628772446,0.5038105967546734,116,5
0.15927742340885157,50,1359,0.4051704093599854,0.9577662342319588,123,3
0.22722104474047303,100,1364,0.9027076376072443,1.0,109,4
0.26780056750167175,40,1352,0.047053316211132075,0.9619637642925429,110,4
0.3068,40,1356,0.646,1.0,97,5
0.20907625550406583,70,1356,0.39762605163510745,0.7864014389069193,111,1
0.23445594091838357,171,1688,0.6334699478539831,1.0,76,5
0.13586707658005723,50,1359,0.7905620944918591,1.0,109,3
1.0,40,1358,0.057867092843998845,0.4159135495858,39,2
0.4763,125,1626,0.5646,0.9231,87,0
0.3826478612521048,40,1354,0.031519791277482695,0.9936416229777698,110,4
0.7263423219433762,80,1362,0.4078483506790714,0.6007759406727173,85,5
0.2018,100,1710,0.7181,1.0,94,0
0.4613,143,1692,0.4433,1.0,90,0
0.2018,50,1358,0.4521,0.6667,118,3
0.2253,40,1387,0.1427,1.0,128,2
0.9748833769740344,40,1361,0.5984824398586259,1.0,45,0
0.1353,50,1358,0.5567,1.0,117,3
0.12908653832109843,50,1358,0.5172174861535621,1.0,106,3
0.14674667325546037,50,1358,0.4516267557479906,1.0,124,3
0.12639514557426554,50,1359,0.7687622217204231,0.7721756334392639,107,3
1.0,40,1402,0.05714954967323863,0.41747909341913203,33,2
1.0,40,1358,0.10187281508313906,0.513905680108584,63,2
0.44404896298179264,100,1363,0.9019533226505753,1.0,108,4
0.8705,90,1696,0.1262,1.0,86,0
1.0,40,1356,0.0575,0.5292617753800405,44,2
0.575264526745649,70,1356,0.06044015368708344,0.989570329419264,40,1
0.2871741579719475,100,1364,0.9084423529704044,1.0,103,4
0.1954,60,1690,0.845,1.0,84,5
0.3601,90,1694,0.0059,1.0,94,0
0.9647916332834778,40,1358,0.19041694805199436,0.5868787717378933,114,2
0.3464,80,1360,0.2794,1.0,73,5
1.0,40,1398,0.05866967344853268,0.3848071465067814,24,2
1.0,40,1402,0.058473003931656185,0.4355919817010489,41,2
0.8336,70,1688,0.7156,0.9697,61,5
1.0,40,1358,0.0574,0.5020976804077841,42,2
0.8159678254893017,85,1695,0.004355419584345866,1.0,33,0
1.0,40,1400,0.0557,0.3844,30,2
0.9971536466013874,100,1364,0.9142221242798834,1.0,95,4
0.2624106372477059,70,1357,0.003,0.9885650503428909,47,1
